Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Honeywell,CN75E,CN75E,1661MB,Phone,TI OMAP4470,480x640,213,armeabi-v7a;armeabi,23,2.0
Honeywell,D75E,75E-L0N,1864-1872MB,Phone,Qualcomm MSM8974AB,480x800,240,armeabi-v7a;armeabi,19;23,3.0
Honeywell,70eL00,dblack,,Phone,TI OMAP3715,480x800,240,armeabi-v7a;armeabi,15,2.0
Honeywell,CN75,CN75,1661MB,Phone,TI OMAP4470,480x640,213,armeabi-v7a;armeabi,23,2.0
Honeywell,CT60-L1N-C,CT60-L1-C,3735MB,Phone,Qualcomm SDM660,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Hot Pepper,H5,H5,1809MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Hotwav,M5,M5,1853MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Hotwav,Magic 13,Magic_13,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Hotwav,M5i,M5i,1908MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Hotwav,HOT 6,HOT_6,863MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Hotwav,Magic 9,Magic_9,1878MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Hotwav,Magic Q8 Plus,Magic_Q8_Plus,894MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Hotwav,Symbol M1,Symbol_M1,899MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,24,2.0
Hotwav,Magic 6,Magic_6,957MB,Phone,Mediatek MT6580,1280x720,320,armeabi-v7a;armeabi,24,2.0
Hotwav,Magic_5_Plus,Magic_5_Plus,863MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Hotwav,Magic 8,Magic_8,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Hotwav,Magic 5,Magic_5,894MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Hotwav,Symbol X,Symbol_X,1966MB,Phone,Mediatek MT6580,720x1498,320,armeabi-v7a;armeabi,27,2.0
Hotwav,Magic Q8,Magic_Q8,894MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
How,HT704-G,704-G,952MB,Phone,Allwinner A33,1280x800,240,armeabi-v7a;armeabi,23,2.0
How,705-G,705-G,922MB,Tablet,Spreadtrum SC7731C,600x1024,160,armeabi-v7a;armeabi,24,2.0
How,HT-705,HT705,985MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
How,HT-704plus,HT704plus,1855MB,Tablet,Allwinner A33,1280x800,213,armeabi-v7a;armeabi,23,2.0
How,HT-704,HT704,512MB,Tablet,Allwinner A33,1024x600,160,armeabi-v7a;armeabi,22,2.0
How,1001-G,1001-G,922MB,Tablet,Spreadtrum SC7731C,1024x600,160,armeabi-v7a;armeabi,24,2.0
HP,SlateBook 10 x2 PC,3645,1829-1845MB,Tablet,NVidia Tegra 4,1920x1200,240,armeabi-v7a;armeabi,17;18,2.0
HP,Slate 8 Plus,vogue,879-888MB,Tablet,HiSilicon KIRIN910,800x1280,213,armeabi-v7a;armeabi,17;19,2.0
HP,8 G2,maple,822MB,Tablet,Allwinner A33,768x1024,160,armeabi-v7a;armeabi,19,2.0
HP,7 Tablet,Mesquite,967MB,Tablet,Intel Z2460,1024x600,160,x86;armeabi-v7a;armeabi,16,2.0
HP,Slate 7 Extreme,olive,832-840MB,Tablet,NVidia Tegra 4 T40,800x1280,213,armeabi-v7a;armeabi,17;18;19,2.0
HP,HP Chromebook 11 G5 / 11-vxxx,setzer_cheets,3895MB,PC,Intel N3060,768x1366,160,x86;armeabi-v7a;armeabi,25,3.1
HP,SlateBook 14,200a,1845MB,Tablet,NVidia Tegra 4 T40,1920x1080,160,armeabi-v7a;armeabi,18;19,2.0
HP,7 G2,redwood,822MB,Tablet,Allwinner A33,720x1280,160,armeabi-v7a;armeabi,19,2.0
HP,Chromebook x360 11 G1 EE,snappy_cheets,3828MB,PC,Intel N3350,768x1366,160,x86;armeabi-v7a;armeabi,25,3.1
HP,Slate 21 Pro,ranger,1875MB,Tablet,NVidia Tegra 4 T40,1920x1080,160,armeabi-v7a;armeabi,18;19,2.0
HP,8,Fir,676-740MB,Tablet,Allwinner A31S,768x1024,160,armeabi-v7a;armeabi,17;19,2.0
HP,Tablet 10,balsa,764MB,Tablet,Broadcom BCM28155,1280x800,160,armeabi-v7a;armeabi,16,2.0
HP,7.1,Holly,708-740MB,Tablet,Allwinner A31S,1024x600,160,armeabi-v7a;armeabi,17;19,2.0
HP,7 Plus G2,deschutes,968MB,Tablet,Intel Z2520,600x1024,160,x86;armeabi-v7a;armeabi,19,2.0
HP,10,spruce,708MB,Tablet,Allwinner A31,1280x800,160,armeabi-v7a;armeabi,19,2.0
HP,Slate 7 Beats Special Edition,fairfax,840MB,Tablet,NVidia Tegra 4 T40,1280x800,213,armeabi-v7a;armeabi,19,2.0
HP,Voice Tab 7,almond,921-949MB,Tablet,Marvell PXA1088,800x1280,213,armeabi-v7a;armeabi,17;19,2.0
HP,Slate 7,pine,905MB,Tablet,Rockchip RK3066,720x1280,160,armeabi-v7a;armeabi,16,2.0
HP,Pro Slate 8,malamute,1842-1875MB,Tablet,Qualcomm APQ8074AB,1536x2048,320,armeabi-v7a;armeabi,19;21;22,3.0
HP,10 Plus,torsa,1563MB,Tablet,Allwinner A31,1920x1200,240,armeabi-v7a;armeabi,19,2.0
HP,Slate7 Plus,birch,971MB,Tablet,NVidia Tegra 3,800x1280,213,armeabi-v7a;armeabi,17;19,2.0
HP,Slate 10 HD,bonsai10,859-927MB,Tablet,Marvell PXA986,1280x800,160,armeabi-v7a;armeabi,17;19,2.0
HP,Slate 7 HD,bonsai7,859-927MB,Tablet,Marvell PXA986,800x1280,213,armeabi-v7a;armeabi,17;19,2.0
HP,Slate 6 Voice Tab II,avocado,922MB,Phone,Marvell PXA1088,720x1280,240,armeabi-v7a;armeabi,19,2.0
HP,Pro 8 Tablet with Voice,neetu,1900-1925MB,Tablet,Mediatek MT8735,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.1
HP,Pro Slate 12,dane,1858-1875MB,Tablet,Qualcomm APQ8074AB,1600x1200,160,armeabi-v7a;armeabi,19;21;22,3.0
HP,Slate 10 Plus,linkplus,879MB,Tablet,HiSilicon KIRIN910,1280x800,160,armeabi-v7a;armeabi,19,2.0
HP,7 Plus,Ilex,708-740MB,Tablet,Allwinner A31S,600x1024,160,armeabi-v7a;armeabi,17;19,2.0
HP,7 VoiceTab,yukon,962MB,Tablet,Mediatek MT8382,600x1024,160,armeabi-v7a;armeabi,19,2.0
HP,7 Voice Tab,klondike,962MB,Tablet,Mediatek MT8382,800x1024,160,armeabi-v7a;armeabi,19,2.0
HP,Slate21,phobos,816-859MB,Tablet,NVidia Tegra 4 T40,1920x1080,160,armeabi-v7a;armeabi,17;19,2.0
HP,Slate 17,franky,1859MB,Tablet,Intel N2807,1920x1080,160,x86;armeabi-v7a;armeabi,19,3.0
HP,Chromebook x2,soraka_cheets,3844MB,PC,Intel i7-7Y75,1600x2400,240,x86_64;x86;armeabi-v7a;armeabi,25,3.1
HP,Slate 6 Voice Tab,pomegranate,922-949MB,Phone,Marvell PXA1088,720x1280,240,armeabi-v7a;armeabi,17;19,2.0
HP,Slate8 Pro,fig,861-863MB,Tablet,NVidia Tegra 4 T40,1200x1600,240,armeabi-v7a;armeabi,17;19,2.0
HP,Slate 8 Pro,dogwood,861MB,Tablet,NVidia Tegra 4 T40,1200x1600,240,armeabi-v7a;armeabi,19,2.0
HP,Pro Slate 10 EE G1,bulldog,1885MB,Tablet,Intel Z3735F,1280x800,160,x86;armeabi-v7a;armeabi,19;21,3.1
HP,Pro Slate 10 EE G1,terrier,878MB,Tablet,Intel Z3735F,1280x800,160,x86;armeabi-v7a;armeabi,19;21,3.1
HP,Pro Slate 10 EE G1,hound,878MB,Tablet,Intel Z3735F,1280x800,160,x86;armeabi-v7a;armeabi,19;21,3.1
HP,Pro Slate 10 EE G1,poodle,1884-1891MB,Tablet,Intel Z3735G,1280x800,160,x86;armeabi-v7a;armeabi,19;21,3.1
HP,Slate 6 VoiceTab Plus,mekong,847MB,Phone,Qualcomm MSM8926,720x1280,240,armeabi-v7a;armeabi,19,3.0
HP,HP Chromebook 13 G1,chell_cheets,3846MB,PC,Intel m3-6y30,3200x1800,240,x86;armeabi-v7a;armeabi,25,3.1
HP,Slate 7 VoiceTab Ultra,charm,1879-1895MB,Phone,HiSilicon KIRIN910,1200x1920,320;400,armeabi-v7a;armeabi,17;19,2.0
HTC,myTouch 3G Slide,espresso,,Phone, ,480x320,160,armeabi,7;8,1.0;2.0
HTC,ISW13HT,valentewx,,Phone,Qualcomm MSM8660A,960x540,240,armeabi-v7a;armeabi,15,2.0
HTC,Desire 620,htc_a31ul,865MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
HTC,D820ys,htc_a50ml,1681MB,Phone,Mediatek MT6572,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
HTC,Explorer A310e,pico,,Phone,Qualcomm MSM7225A,320x480,160,armeabi-v7a;armeabi,10,2.0
HTC,8088,t6tl,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19;21,3.0
HTC,Desire X dual sim,protodug,586MB,Phone,Qualcomm MSM8225,480x800,240,armeabi-v7a;armeabi,16,2.0
HTC,Butterfly 3,htc_b3tuhl,2743-2747MB,Phone,Qualcomm MSM8994,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23,3.1
HTC,Desire 530,htc_a16wl,1388-1393MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,23;24,3.0
HTC,Desire 516,htc_v2_dtg,,Phone,Mediatek MT6582M,540x960,240,armeabi-v7a;armeabi,17,2.0
HTC,Desire VC,primodd,,Phone,Qualcomm MSM7627A,480x800,240,armeabi-v7a;armeabi,15,2.0
HTC,DROID Incredible 4G LTE,fireball,,Phone,Qualcomm MSM8960,540x960,240,armeabi-v7a;armeabi,15,2.0
HTC,HTCOneMaxVZW,t6wl,1545MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19,3.0
HTC,Desire 200,gtou,,Phone,Qualcomm MSM7225A,320x480,160,armeabi-v7a;armeabi,15,2.0
HTC,Wildfire,buzz,,Phone,Qualcomm MSM7225,320x240,120,armeabi,7;8,1.0
HTC,Nexus 9 LTE,flounder_lte,1835-1836MB,Tablet,NVidia Tegra K1-CA15,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24;25,3.1
HTC,One remix,htc_memwl,1335MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19,3.0
HTC,Desire 620G dual sim,htc_a31mg_dug,952MB,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2.0
HTC,One mini 2,htc_memul,815MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19,3.0
HTC,ONE S,ville,761MB,Phone,Qualcomm MSM8260A,540x960,240,armeabi-v7a;armeabi,15;16,2.0
HTC,One S,villec2,870MB,Phone,Qualcomm MSM8260,540x960,240,armeabi-v7a;armeabi,15;16,2.0
HTC,Desire 12,htc_breeze_ul,1868MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
HTC,myTouch 3G,sapphire,,Phone, ,480x320,160,armeabi,4;7;8,1.0
HTC,One XL,evita,777MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;17,2.0
HTC,One XL,evitautl,777MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16,2.0
HTC,E9x,htc_a53ml_dtul,1663MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21,3.0
HTC,Desire 610,htc_a3qhdul,815MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,19,3.0
HTC,D728x,htc_a50cml_dtul,1844MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,D816v,htc_a5dwgl,1334MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One mini,m4,774-778MB,Phone,Qualcomm MSM8930,720x1280,320,armeabi-v7a;armeabi,17;18;19,2.0;3.0
HTC,One mini,htc_m4,774-778MB,Phone,Qualcomm MSM8930,720x1280,320,armeabi-v7a;armeabi,17;18;19,2.0;3.0
HTC,Rhyme S510b,bliss,,Phone,Qualcomm MSM8255,480x800,240,armeabi-v7a;armeabi,10;15,2.0
HTC,HTC U11 EYEs,htc_haydtwl,3513MB,Phone,Qualcomm MSM8976,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
HTC,HTC U11 EYEs,htc_haydugl,3513MB,Phone,Qualcomm MSM8976,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
HTC,HTC U11 life,htc_oclul,2737-2738MB,Phone,Qualcomm MSM8953 Pro,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
HTC,HTC U11 life,htc_ocla1_sprout,2730-3733MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26;27,3.2
HTC,U11 Life,htc_ocluhljapan,2736-3740MB,Phone,Qualcomm MSM8953 Pro,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
HTC,Desire 650 dual sim,htc_a37_dugl,2915MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,Velocity 4G,holiday,,Phone,Qualcomm APQ8060,540x960,240,armeabi-v7a;armeabi,10;15,2.0
HTC,One,m7cdug,1560-1813MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;19;21,2.0;3.0
HTC,One Dual Sim,m7cdwg,1560-1813MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17;19;21,2.0;3.0
HTC,One Google Play edition,m7,1549-1819MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18;19;21;22,2.0;3.0
HTC,Butterfly S,dlxpul,1566-1819MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21,2.0;3.0
HTC,One,m7wls,1552-1819MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18;19;21,2.0;3.0
HTC,One,m7cdtu,1006-1813MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17;19;21,2.0;3.0
HTC,One,m7wlv,1565-1819MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17;18;19;21,2.0;3.0
HTC,Desire 5088,z4td,,Phone,Spreadtrum SC8735S,480x800,240,armeabi-v7a;armeabi,16,2.0
HTC,HTC6435LVW,dlx,1568-1570MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;19,2.0;3.0
HTC,One SV BLK,k2plccl,797-799MB,Phone,Qualcomm MSM8930,480x800,240,armeabi-v7a;armeabi,15;16;17,2.0
HTC,ONE SV,k2ul,797-799MB,Phone,Qualcomm MSM8930,480x800,240,armeabi-v7a;armeabi,15;16;17,2.0
HTC,ONE SV,k2u,797-799MB,Phone,Qualcomm MSM8230,480x800,240,armeabi-v7a;armeabi,15;16;17,2.0
HTC,One SV,k2cl,797MB,Phone,Qualcomm MSM8930,480x800,240,armeabi-v7a;armeabi,15;16;17,2.0
HTC,Desire 10 lifestyle,htc_a56djul,1841MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,23,3.0
HTC,Desire 10 lifestyle,htc_a56djuhl,2854MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,23,3.0
HTC,Desire 10 lifestyle,htc_a56djdugl,2854MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,23,3.0
HTC,One VX,totemc2,797MB,Phone,Qualcomm MSM8930,540x960,240,armeabi-v7a;armeabi,15;16,2.0
HTC,Desire 10 compact,htc_a37dj_dugl,2915MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,Desire 210 dual sim,htc_v0_dug,470MB,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,17,2.0
HTC,U Ultra,htc_oceuhl,3764-3765MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
HTC,U Ultra,htc_ocedugl,3764-3765MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
HTC,U Ultra,htc_ocedtwl,3764-3765MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
HTC,Desire 626s,htc_a32eul,1394MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,22;23,3.0
HTC,Desire 626s,htc_a32ewhl,1394MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,22;23,3.0
HTC,Desire 626s,htc_a32eul_la,886MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,22,3.0
HTC,Desire626s,htc_a32eulatt,1394MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,22,3.0
HTC,Desire XC dual sim,protodcg,586MB,Phone,Qualcomm MSM8225,480x800,240,armeabi-v7a;armeabi,16,2.0
HTC,Desire 820,htc_a51ul,1840-1873MB,Phone,Qualcomm MSM8939,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;21;23,3.0
HTC,Nexus 9,flounder,1835-1836MB,Tablet,NVidia Tegra K1-CA15,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24;25,3.1
HTC,Desire,bravoc,,Phone,Qualcomm QSD8250,800x480,240,armeabi-v7a;armeabi,7;8,1.0;2.0
HTC,Desire,bravo,,Phone,Qualcomm QSD8250,800x480,240,armeabi-v7a;armeabi,7;8;10,2.0
HTC,HTCDesire612VZW,htc_a3qhdcl,815MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,19,3.0
HTC,Desrie D530,htc_a16ul,1394MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,23,3.0
HTC, HTC Desire 610,htc_a3ul,828MB,Phone,Qualcomm MSM8926,480x854,240,armeabi-v7a;armeabi,19,3.0
HTC,ADR6330VW,blissc,,Phone,Qualcomm QSD8655,480x800,320,armeabi-v7a;armeabi,10,2.0
HTC,HTCEVODesign4G,kingdom,,Phone,Qualcomm QSD8655,540x960,240,armeabi-v7a;armeabi,10;15,2.0
HTC,M8si,htc_m8qltuhl,1840-1842MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,Desire EYE,htc_eyeul,1823MB,Phone,Qualcomm MSM8974AA,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,Desire EYE,htc_eyetuhl,1823MB,Phone,Qualcomm MSM8974AA,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
HTC,Desire EYE,htc_eyeul_att,1823MB,Phone,Qualcomm MSM8974AA,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0
HTC,Sensation XL with Beats Audio X315e,runnymede,,Phone,Qualcomm MSM8255,800x480,240,armeabi-v7a;armeabi,10;15,2.0
HTC,One S9,htc_himar2uhl,1769MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
HTC,Butterfly 2,htc_b2ul,1823MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,Desire V,primods,,Phone,Qualcomm MSM7227A,480x800,240,armeabi-v7a;armeabi,15,2.0
HTC,One M9+,htc_hiau_ml_tuhl,2641-2715MB,Phone,Mediatek MT6795,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,One M8 eye 4G LTE,htc_melstuhl,1823MB,Phone,Qualcomm MSM8974AA,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,D816e,htc_a5dugl,1334-1335MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
HTC,M9px,htc_hiaur_ml_tuhl,2641-2715MB,Phone,Mediatek MT6795,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,Desire 550/ 555,htc_a15ul,1898MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,24,3.0
HTC,Incredible 2,vivow,,Phone,Qualcomm QSD8655,800x480,240,armeabi-v7a;armeabi,8;10,2.0
HTC,PG41200,express,,Tablet,Qualcomm QSD8655,600x1024;600x976,160,armeabi-v7a;armeabi,10;13,2.0
HTC,Puccini,puccinilte,,Tablet, ,1280x800,160,armeabi-v7a;armeabi,12,2.0
HTC,J One,m7wlj,1552-1782MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;19,2.0;3.0
HTC,Salsa C510e,icong,,Phone,Qualcomm MSM7227,320x480,160,armeabi,10,2.0
HTC,EVO 3D,shooter,,Phone,Qualcomm MSM8660,960x540,240,armeabi-v7a;armeabi,10;15,2.0
HTC,Desire 825 dual sim,htc_a56dugl,1841MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,23,3.0
HTC,One S Special Edition,villeplus,761MB,Phone,Qualcomm MSM8260A,540x960,240,armeabi-v7a;armeabi,16,2.0
HTC,HTC_P515E,expresskt,,Tablet,Qualcomm MSM8255,600x1024;600x976,160,armeabi-v7a;armeabi,10;13,2.0
HTC,Desire 828,htc_a51bml_tuhl,1832MB,Phone,Mediatek MT6573,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0
HTC,HTC U11 Camera+,htc_haydtwla,3517MB,Phone,Qualcomm MSM8976,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
HTC,Desire 526,htc_a13wlpp,1390MB,Phone,Qualcomm MSM8909,540x960,240,armeabi-v7a;armeabi,22,3.0
HTC,Desire 526,htc_a13wl,1390-1392MB,Phone,Qualcomm MSM8909,540x960,240,armeabi-v7a;armeabi,22;23,3.0
HTC,Desire 601 dual sim,zaradug,952MB,Phone,Broadcom BCM23550,540x960,240,armeabi-v7a;armeabi,17,2.0
HTC,Desire 700 dual sim,cp5dug,800MB,Phone,Spreadtrum SC8825,540x960,240,armeabi-v7a;armeabi,16,2.0
HTC,Desire 700 dual sim,cp5dwg,800MB,Phone,Spreadtrum SC8825,540x960,240,armeabi-v7a;armeabi,16,2.0
HTC,Butterfly s 9060,dlpdug,1559MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17;19,2.0;3.0
HTC,One X+,enrc2b,971-985MB,Phone,NVidia Tegra 3 AP37,720x1280,320,armeabi-v7a;armeabi,16;17,2.0
HTC,AT&T HTC One X+,evitareul,971-985MB,Phone,NVidia Tegra 3 AP37,720x1280,320,armeabi-v7a;armeabi,16;17,2.0
HTC,M8t,htc_m8tl,1823-1871MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,Desire S,saga,,Phone,Qualcomm MSM8255,800x480,240,armeabi-v7a;armeabi,10;15,2.0
HTC,One X9 dual sim,htc_e56ml_dtul,2776-2791MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0
HTC,Chacha,chacha,,Phone,Qualcomm MSM7227,480x320,160,armeabi,10,2.0
HTC,10,htc_pmeuhl,3764-3767MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
HTC,10,htc_pmewl,3764-3767MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
HTC,10,htc_pmeuhljapan,3764-3768MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
HTC,10,htc_pmec2tuhl,2745MB,Phone,Qualcomm MSM8976,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
HTC,10,htc_pmewhl,3764-3768MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
HTC,Incredible S,vivo,,Phone,Qualcomm MSM8255,800x480,240,armeabi-v7a;armeabi,8;10;15,2.0
HTC,first,mystul,791MB,Phone,Qualcomm MSM8930,720x1280,320,armeabi-v7a;armeabi,16,2.0
HTC,Droid Eris,desirec,,Phone, ,480x320,160,armeabi,7,2.0
HTC,Desire 630 dual sim,htc_a16dwgl,1841MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,23,3.0
HTC,EVO 3D X515m,shooteru,,Phone,Qualcomm MSM8260,540x960,240,armeabi-v7a;armeabi,10;15,2.0
HTC,One A9,htc_hiaeuhl,2780-2781MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
HTC,One A9,htc_hiaeul,2778-2784MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
HTC,One A9,htc_hiaewhl,2778-2784MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
HTC,One A9,htc_hiaetuhl,1792MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
HTC,One (M8),htc_m8,1823-1827MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;21;22;23,3.0
HTC,One (M8),htc_m8whl,1823-1827MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One (M8),htc_m8dug,1823MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One (M8),htc_m8dwg,1823-1871MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,One (M8),htc_m8wl,1823MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
HTC,Wildfire S A515c,marvelc,,Phone,Qualcomm MSM7227,320x480,160,armeabi,10,2.0
HTC,809d,t6dwg,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19;21,3.0
HTC,HTL23,htc_b2wlj,1823MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0
HTC,Desire 728G dual sim,htc_a50cmg_dwg,1284MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
